Table S7. Ohnolog pairs identified using different outgroups,,,,,,,,,,,
Ohnolog1,chr_ohno1,Position1,Ohnolog2,chr_ohno2,Position2,C_int,C_sav,Amphi,Sea_u,Fly,Worm
ENSG00000182187,2,208719122,ENSG00000100122,22,25344038,None,None,Ohno,None,None,None
ENSG00000182187,2,208719122,ENSG00000100058,22,23945612,None,None,Ohno,None,None,None
ENSG00000182187,2,208719122,ENSG00000196431,22,25347928,None,None,Ohno,None,None,None
ENSG00000182187,2,208719122,ENSG00000100053,22,23925825,None,None,Ohno,None,None,None
ENSG00000168582,2,208736542,ENSG00000196431,22,25347928,None,None,Ohno,None,None,None
ENSG00000168582,2,208736542,ENSG00000100053,22,23925825,None,None,Ohno,None,None,None
ENSG00000168582,2,208736542,ENSG00000100122,22,25344038,None,None,Ohno,None,None,None
ENSG00000168582,2,208736542,ENSG00000100058,22,23945612,None,None,Ohno,None,None,None
ENSG00000163499,2,219566371,ENSG00000100058,22,23945612,None,None,Ohno,None,None,None
ENSG00000163499,2,219566371,ENSG00000196431,22,25347928,None,None,Ohno,None,None,None
ENSG00000163499,2,219566371,ENSG00000100122,22,25344038,None,None,Ohno,None,None,None
ENSG00000163499,2,219566371,ENSG00000100053,22,23925825,None,None,Ohno,None,None,None
ENSG00000135924,2,219852284,ENSG00000172404,22,39588076,None,None,None,None,None,Ohno
ENSG00000175084,2,219991343,ENSG00000100285,22,28206219,None,None,Ohno,None,None,None
ENSG00000163053,2,230641863,ENSG00000100156,22,36809116,None,None,None,None,None,Ohno
ENSG00000144191,2,98329050,ENSG00000183862,X,150653874,Ohno,Ohno,None,None,None,None
ENSG00000170500,2,100305627,ENSG00000175556,X,117992609,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000204634,2,101134278,ENSG00000133138,X,105932566,None,None,None,Ohno,Ohno,Ohno
ENSG00000163162,2,101291584,ENSG00000133135,X,105823724,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000115602,2,102294394,ENSG00000189108,X,103697652,None,None,None,Ohno,None,None
ENSG00000115604,2,102294421,ENSG00000189108,X,103697652,None,None,None,Ohno,None,None
ENSG00000115607,2,102401686,ENSG00000189108,X,103697652,None,None,None,Ohno,None,None
ENSG00000198914,2,104838401,ENSG00000196767,X,82649941,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000115641,2,105421392,ENSG00000022267,X,135057346,Ohno,Ohno,None,None,None,None
ENSG00000186522,2,109729072,ENSG00000125354,X,118711367,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000198142,2,109729200,ENSG00000187808,X,118776604,None,None,Ohno,None,None,None
ENSG00000144233,2,128359966,ENSG00000101935,X,109570117,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000136720,2,128792641,ENSG00000171004,X,131923093,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000180871,2,218698991,ENSG00000147145,X,77896957,Ohno,None,None,None,None,None
ENSG00000180871,2,218698991,ENSG00000186810,X,70755092,Ohno,None,None,None,None,None
ENSG00000163464,2,218739961,ENSG00000147145,X,77896957,Ohno,None,None,None,None,None
ENSG00000163464,2,218739961,ENSG00000186810,X,70755092,Ohno,None,None,None,None,None
ENSG00000115657,2,219791917,ENSG00000131269,X,74292857,Ohno,Ohno,None,None,None,None
ENSG00000123983,2,223433976,ENSG00000068366,X,108863277,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000135905,2,225615574,ENSG00000147251,X,117513900,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000169031,2,227737525,ENSG00000197565,X,107569360,None,None,None,Ohno,None,None
ENSG00000135916,2,231437557,ENSG00000078596,X,78509703,None,None,Ohno,None,None,None
ENSG00000135914,2,231698068,ENSG00000147246,X,113724807,Ohno,None,None,None,None,Ohno
ENSG00000130561,2,233881206,ENSG00000120500,X,69404880,Ohno,Ohno,None,None,None,None
ENSG00000144476,2,237143119,ENSG00000186810,X,70755092,Ohno,None,None,None,None,None
ENSG00000144476,2,237143119,ENSG00000180772,X,115215986,None,Ohno,None,None,None,None
ENSG00000065802,2,239000365,ENSG00000198881,X,63367212,None,Ohno,Ohno,None,None,None
ENSG00000063660,2,241023788,ENSG00000076716,X,132376871,Ohno,None,None,Ohno,None,Ohno
ENSG00000063660,2,241023788,ENSG00000147257,X,132947332,None,None,None,None,Ohno,Ohno
ENSG00000006607,2,241944384,ENSG00000165694,X,131089731,None,None,None,None,Ohno,Ohno
ENSG00000115694,2,242096776,ENSG00000134602,X,130984926,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000144550,3,9720510,ENSG00000196353,3,133241855,None,None,None,None,None,Ohno
ENSG00000144597,3,15444068,ENSG00000145088,3,123036724,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000144645,3,31998242,ENSG00000144909,3,126796624,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000144674,3,37259742,ENSG00000173230,3,122951292,None,Ohno,None,None,None,None
ENSG00000093183,3,42598432,ENSG00000121542,3,124403465,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000144791,3,45611327,ENSG00000145012,3,189413415,None,Ohno,None,None,None,None
ENSG00000012223,3,46481404,ENSG00000163975,3,198241083,None,Ohno,None,None,None,None
ENSG00000114251,3,55496371,ENSG00000154764,3,13896619,None,None,None,None,Ohno,None
ENSG00000113805,3,74653033,ENSG00000134115,3,1109456,None,None,None,None,Ohno,None
ENSG00000113805,3,74653033,ENSG00000144619,3,2255513,None,None,None,None,Ohno,None
ENSG00000080224,3,98016311,ENSG00000154928,3,135996944,None,Ohno,None,None,None,None
ENSG00000114554,3,128190127,ENSG00000164050,3,48446464,None,Ohno,None,None,None,None
ENSG00000004399,3,130808351,ENSG00000164050,3,48446464,None,Ohno,None,Ohno,Ohno,None
ENSG00000091513,3,134901901,ENSG00000163975,3,198241083,Ohno,Ohno,None,None,Ohno,None
ENSG00000154928,3,135996944,ENSG00000182580,3,185762281,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000168875,3,138966269,ENSG00000181449,3,182912416,Ohno,None,None,None,Ohno,None
ENSG00000066405,3,139200348,ENSG00000163347,3,191522909,Ohno,None,None,None,None,None
ENSG00000051382,3,139960875,ENSG00000121879,3,180349005,None,None,None,None,Ohno,Ohno
ENSG00000144891,3,149898348,ENSG00000168329,3,39298190,None,Ohno,None,None,None,None
ENSG00000144891,3,149898348,ENSG00000183813,3,32968070,None,Ohno,None,None,None,None
ENSG00000144891,3,149898348,ENSG00000154165,3,99733545,None,Ohno,None,None,None,None
ENSG00000144891,3,149898348,ENSG00000173585,3,45903023,None,Ohno,None,None,None,None
ENSG00000163923,3,188339957,ENSG00000214289,3,135558093,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000173366,3,52235219,ENSG00000164342,4,187227303,None,None,None,None,None,Ohno
ENSG00000163931,3,53265078,ENSG00000151005,4,164614336,None,None,None,None,None,Ohno
ENSG00000186448,3,44630802,ENSG00000164256,5,23543481,None,None,None,Ohno,None,None
ENSG00000163817,3,45813190,ENSG00000174358,5,1254710,None,None,None,Ohno,None,None
ENSG00000012171,3,50280044,ENSG00000112902,5,9599233,None,None,None,None,None,Ohno
ENSG00000114841,3,52325560,ENSG00000039139,5,13997589,None,None,None,None,None,Ohno
ENSG00000179097,3,88122536,ENSG00000178394,5,63293302,Ohno,None,None,None,None,None
ENSG00000214405,3,105264567,ENSG00000176276,5,75505935,Ohno,None,None,None,None,None
ENSG00000082684,3,124229266,ENSG00000112902,5,9599233,None,Ohno,None,Ohno,Ohno,Ohno
ENSG00000173175,3,124650082,ENSG00000078295,5,7449343,None,None,None,None,None,Ohno
ENSG00000160145,3,125296275,ENSG00000038382,5,14196829,None,Ohno,None,Ohno,Ohno,Ohno
ENSG00000121853,3,173648940,ENSG00000132911,5,151765017,None,None,None,Ohno,None,None
ENSG00000181092,3,188043157,ENSG00000145861,5,159730226,None,None,None,Ohno,None,None
ENSG00000114279,3,193609532,ENSG00000113578,5,142057801,None,None,None,Ohno,None,None
ENSG00000178772,3,195553350,ENSG00000146006,5,138238145,None,None,None,Ohno,None,None
ENSG00000150995,3,4510034,ENSG00000096433,6,33697139,Ohno,Ohno,None,None,Ohno,Ohno
ENSG00000196277,3,6878075,ENSG00000124493,6,34231145,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000156959,3,9570486,ENSG00000197753,6,35881048,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000144550,3,9720510,ENSG00000124772,6,36915756,Ohno,Ohno,Ohno,Ohno,None,Ohno
ENSG00000156983,3,9748434,ENSG00000096070,6,36272528,None,None,None,None,None,Ohno
ENSG00000132170,3,12304070,ENSG00000112033,6,35418313,None,None,Ohno,None,Ohno,Ohno
ENSG00000077092,3,25190893,ENSG00000112033,6,35418313,None,None,None,None,None,Ohno
ENSG00000183813,3,32968070,ENSG00000112486,6,167332883,None,Ohno,None,None,None,None
ENSG00000172940,3,38282335,ENSG00000146477,6,160689415,None,Ohno,None,None,None,None
ENSG00000172940,3,38282335,ENSG00000175003,6,160462853,Ohno,Ohno,None,None,None,None
ENSG00000172940,3,38282335,ENSG00000112499,6,160618660,Ohno,Ohno,None,None,None,None
ENSG00000168329,3,39298190,ENSG00000112486,6,167332883,Ohno,None,None,None,None,None
ENSG00000179934,3,39346219,ENSG00000112486,6,167332883,Ohno,None,None,None,None,None
ENSG00000114812,3,42519121,ENSG00000112164,6,39124595,Ohno,None,None,Ohno,Ohno,None
ENSG00000186448,3,44630802,ENSG00000096654,6,27548858,None,None,None,Ohno,None,None
ENSG00000173585,3,45903023,ENSG00000112486,6,167332883,Ohno,Ohno,None,None,None,None
ENSG00000183625,3,46227186,ENSG00000112486,6,167332883,Ohno,None,None,None,None,None
ENSG00000068745,3,48729710,ENSG00000161896,6,33822740,Ohno,None,None,Ohno,Ohno,Ohno
ENSG00000197582,3,49370715,ENSG00000198704,6,28611674,None,None,None,Ohno,None,None
ENSG00000197582,3,49370715,ENSG00000079782,6,28601768,None,None,None,Ohno,None,None
ENSG00000176095,3,49798977,ENSG00000161896,6,33822740,Ohno,None,None,Ohno,Ohno,Ohno
ENSG00000164082,3,51716148,ENSG00000124493,6,34231145,Ohno,None,None,None,None,Ohno
ENSG00000114841,3,52325560,ENSG00000124721,6,38792313,None,None,None,None,None,Ohno
ENSG00000187098,3,69871276,ENSG00000112561,6,41811975,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000114861,3,71715830,ENSG00000137166,6,41622142,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000206538,3,87122947,ENSG00000170162,6,117693414,Ohno,None,Ohno,None,None,None
ENSG00000064835,3,87408427,ENSG00000184486,6,99389301,Ohno,Ohno,None,None,None,None
ENSG00000179097,3,88122536,ENSG00000135312,6,78229900,Ohno,Ohno,None,None,Ohno,None
ENSG00000179097,3,88122536,ENSG00000168830,6,87703975,Ohno,None,Ohno,Ohno,None,None
ENSG00000044524,3,89239364,ENSG00000135333,6,94185993,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000080224,3,98016311,ENSG00000135333,6,94185993,Ohno,None,Ohno,Ohno,Ohno,None
ENSG00000080200,3,99078509,ENSG00000112297,6,107066423,None,None,Ohno,None,None,None
ENSG00000057019,3,100103223,ENSG00000164465,6,117910513,Ohno,Ohno,Ohno,None,None,None
ENSG00000144810,3,100840144,ENSG00000124749,6,56366851,None,Ohno,None,None,None,None
ENSG00000168386,3,101316047,ENSG00000118407,6,76260216,Ohno,Ohno,None,None,Ohno,None
ENSG00000138472,3,110155310,ENSG00000048545,6,42231152,None,None,None,None,None,Ohno
ENSG00000151577,3,115380589,ENSG00000168830,6,87703975,None,Ohno,None,None,None,None
ENSG00000121577,3,120862127,ENSG00000132429,6,105734563,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000121577,3,120862127,ENSG00000112276,6,105691236,None,None,None,None,Ohno,None
ENSG00000145087,3,122109609,ENSG00000164506,6,147566568,None,None,None,Ohno,None,Ohno
ENSG00000163833,3,122794656,ENSG00000118496,6,146177614,None,None,None,Ohno,None,Ohno
ENSG00000036828,3,123455485,ENSG00000173612,6,117256901,None,None,None,Ohno,Ohno,None
ENSG00000114023,3,123585713,ENSG00000183807,6,117193579,None,None,None,None,Ohno,None
ENSG00000114030,3,123716474,ENSG00000196911,6,117109043,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000134121,3,213650,ENSG00000091129,7,107884062,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000175928,3,3816121,ENSG00000173114,7,110518298,Ohno,None,Ohno,None,Ohno,None
ENSG00000196277,3,6878075,ENSG00000179603,7,126680584,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000071282,3,8518507,ENSG00000135269,7,115637857,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000182533,3,8750253,ENSG00000105974,7,115952075,Ohno,Ohno,Ohno,Ohno,None,Ohno
ENSG00000182533,3,8750253,ENSG00000105971,7,115926680,None,None,None,None,None,Ohno
ENSG00000168137,3,9414403,ENSG00000005483,7,104441873,Ohno,None,Ohno,None,Ohno,Ohno
ENSG00000156959,3,9570486,ENSG00000187416,7,103756464,Ohno,None,Ohno,None,Ohno,Ohno
ENSG00000075975,3,12573594,ENSG00000133606,7,139825771,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000132155,3,12680678,ENSG00000157764,7,140271033,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000154764,3,13896619,ENSG00000105989,7,116750579,None,None,None,None,None,Ohno
ENSG00000183960,3,19165021,ENSG00000055118,7,150306335,Ohno,None,None,None,None,None
ENSG00000136059,3,38004554,ENSG00000006747,7,12576870,None,None,None,Ohno,Ohno,Ohno
ENSG00000114812,3,42519121,ENSG00000106128,7,30970161,None,None,None,None,Ohno,None
ENSG00000114812,3,42519121,ENSG00000106018,7,158630410,Ohno,None,None,None,None,None
ENSG00000114812,3,42519121,ENSG00000106113,7,30706244,None,None,None,None,None,Ohno
ENSG00000186448,3,44630802,ENSG00000164631,7,6713091,None,None,None,Ohno,None,None
ENSG00000144791,3,45611327,ENSG00000087077,7,100302886,None,Ohno,None,None,None,None
ENSG00000144791,3,45611327,ENSG00000159840,7,142788295,None,Ohno,None,None,None,None
ENSG00000164050,3,48446464,ENSG00000221866,7,131911863,None,Ohno,None,None,None,None
ENSG00000010256,3,48622102,ENSG00000105819,7,102725109,None,None,None,None,None,Ohno
ENSG00000114302,3,48860274,ENSG00000005249,7,106472375,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000178035,3,49041879,ENSG00000106348,7,127837272,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000172037,3,49145603,ENSG00000091128,7,107558037,Ohno,Ohno,None,None,None,Ohno
ENSG00000172037,3,49145603,ENSG00000091136,7,107431040,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000173531,3,49701110,ENSG00000019991,7,81237388,Ohno,None,None,Ohno,None,None
ENSG00000164078,3,49916310,ENSG00000105976,7,116099682,Ohno,Ohno,Ohno,Ohno,None,Ohno
ENSG00000001617,3,50167528,ENSG00000153993,7,84589183,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000001617,3,50167528,ENSG00000075223,7,80386603,Ohno,Ohno,Ohno,None,None,Ohno
ENSG00000001617,3,50167528,ENSG00000170381,7,83116262,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000001617,3,50167528,ENSG00000075213,7,83662153,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000114349,3,50204047,ENSG00000214415,7,79979178,None,None,None,None,Ohno,None
ENSG00000114353,3,50248640,ENSG00000127955,7,79602076,Ohno,Ohno,None,None,Ohno,Ohno
ENSG00000012171,3,50280044,ENSG00000170381,7,83116262,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000012171,3,50280044,ENSG00000075213,7,83662153,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000012171,3,50280044,ENSG00000075223,7,80386603,Ohno,Ohno,Ohno,Ohno,None,None
ENSG00000012171,3,50280044,ENSG00000153993,7,84589183,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000186792,3,50311903,ENSG00000106302,7,123272456,None,Ohno,Ohno,Ohno,None,Ohno
ENSG00000186792,3,50311903,ENSG00000106304,7,123352565,None,Ohno,Ohno,Ohno,None,Ohno
ENSG00000114378,3,50324816,ENSG00000106304,7,123352565,None,Ohno,Ohno,Ohno,None,Ohno
ENSG00000114378,3,50324816,ENSG00000106302,7,123272456,None,Ohno,Ohno,Ohno,None,Ohno
ENSG00000068001,3,50335146,ENSG00000106302,7,123272456,None,Ohno,Ohno,Ohno,None,Ohno
ENSG00000068001,3,50335146,ENSG00000106304,7,123352565,None,Ohno,Ohno,Ohno,None,Ohno
ENSG00000007402,3,50516032,ENSG00000153956,7,81910967,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000088538,3,50687676,ENSG00000128512,7,111431423,None,None,Ohno,None,None,Ohno
ENSG00000164082,3,51716148,ENSG00000198822,7,86111160,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000164082,3,51716148,ENSG00000179603,7,126680584,Ohno,None,None,None,None,Ohno
ENSG00000010319,3,52454083,ENSG00000170381,7,83116262,Ohno,Ohno,Ohno,None,Ohno,None
ENSG00000010319,3,52454083,ENSG00000075213,7,83662153,Ohno,Ohno,Ohno,None,Ohno,None
ENSG00000010319,3,52454083,ENSG00000153993,7,84589183,Ohno,Ohno,Ohno,None,Ohno,None
ENSG00000010319,3,52454083,ENSG00000075223,7,80386603,Ohno,Ohno,Ohno,Ohno,None,Ohno
ENSG00000157445,3,54131733,ENSG00000153956,7,81910967,None,Ohno,None,Ohno,None,Ohno
ENSG00000168387,3,57301165,ENSG00000146809,7,123036348,None,Ohno,None,None,None,None
ENSG00000168374,3,57558118,ENSG00000004059,7,127015695,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000136068,3,57969167,ENSG00000128591,7,128257719,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000198643,3,58627615,ENSG00000196937,7,120823658,Ohno,Ohno,Ohno,Ohno,None,Ohno
ENSG00000153266,3,62334230,ENSG00000128610,7,121731727,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000163618,3,62836094,ENSG00000081803,7,122313790,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000163630,3,63439181,ENSG00000008282,7,105540293,None,None,Ohno,Ohno,None,None
ENSG00000163635,3,63825273,ENSG00000146776,7,105310263,Ohno,Ohno,Ohno,Ohno,None,None
ENSG00000151276,3,65999023,ENSG00000187391,7,78920572,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000187098,3,69871276,ENSG00000105967,7,115458103,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000114861,3,71715830,ENSG00000128573,7,113841565,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000170837,3,71885891,ENSG00000164604,7,112515015,None,None,Ohno,Ohno,None,None
ENSG00000044524,3,89239364,ENSG00000196411,7,100263079,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000080224,3,98016311,ENSG00000196411,7,100263079,Ohno,None,Ohno,Ohno,Ohno,Ohno
ENSG00000114030,3,123716474,ENSG00000185467,7,98643025,None,None,None,None,None,Ohno
ENSG00000082684,3,124229266,ENSG00000075213,7,83662153,None,None,None,None,None,Ohno
ENSG00000082684,3,124229266,ENSG00000170381,7,83116262,None,None,None,None,None,Ohno
ENSG00000082684,3,124229266,ENSG00000153993,7,84589183,None,None,None,None,None,Ohno
ENSG00000082781,3,126088834,ENSG00000105855,7,20337250,None,Ohno,None,None,None,None
ENSG00000180767,3,127725866,ENSG00000136213,7,2274908,None,Ohno,None,None,None,None
ENSG00000159685,3,127905808,ENSG00000106554,7,132417390,Ohno,Ohno,Ohno,Ohno,None,None
ENSG00000114554,3,128190127,ENSG00000221866,7,131911863,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000172780,3,130323683,ENSG00000146955,7,139753916,None,Ohno,None,None,None,None
ENSG00000163914,3,130730172,ENSG00000128617,7,128203087,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000004399,3,130808351,ENSG00000221866,7,131911863,None,Ohno,None,None,None,None
ENSG00000154928,3,135996944,ENSG00000146904,7,142816107,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000154928,3,135996944,ENSG00000196411,7,100263079,Ohno,None,Ohno,Ohno,Ohno,Ohno
ENSG00000154928,3,135996944,ENSG00000106123,7,142262914,None,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000118007,3,137953935,ENSG00000066923,7,99613474,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000158220,3,139636109,ENSG00000117868,7,158315080,Ohno,Ohno,None,Ohno,Ohno,None
ENSG00000051382,3,139960875,ENSG00000105851,7,106293160,None,None,None,None,None,Ohno
ENSG00000155903,3,142688581,ENSG00000170667,7,101945162,None,None,None,Ohno,None,None
ENSG00000155903,3,142688581,ENSG00000105808,7,102044425,None,None,None,Ohno,None,None
ENSG00000163710,3,144090731,ENSG00000106333,7,100037818,Ohno,None,Ohno,Ohno,None,Ohno
ENSG00000152952,3,147361972,ENSG00000106397,7,100647731,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000153002,3,150028131,ENSG00000158525,7,129771892,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000153002,3,150028131,ENSG00000091704,7,129807468,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000153002,3,150028131,ENSG00000158516,7,129693939,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000153002,3,150028131,ENSG00000128510,7,129720230,None,None,Ohno,Ohno,None,Ohno
ENSG00000163751,3,150065771,ENSG00000158516,7,129693939,None,None,None,None,Ohno,Ohno
ENSG00000163751,3,150065771,ENSG00000091704,7,129807468,None,None,None,None,Ohno,Ohno
ENSG00000163751,3,150065771,ENSG00000158525,7,129771892,None,None,None,None,Ohno,Ohno
ENSG00000163751,3,150065771,ENSG00000128510,7,129720230,None,None,None,None,None,Ohno
ENSG00000196428,3,151608812,ENSG00000166925,7,99914838,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000114790,3,155321884,ENSG00000050327,7,143683366,Ohno,Ohno,None,Ohno,Ohno,None
ENSG00000114790,3,155321884,ENSG00000204959,7,143622189,None,Ohno,None,Ohno,Ohno,None
ENSG00000163659,3,157875073,ENSG00000059378,7,139409990,None,Ohno,None,None,None,None
ENSG00000163661,3,158637301,ENSG00000106236,7,98084540,Ohno,None,None,None,None,None
ENSG00000090402,3,166278976,ENSG00000204987,7,141517439,None,None,None,None,Ohno,Ohno
ENSG00000090402,3,166278976,ENSG00000179087,7,141342148,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000114200,3,167037947,ENSG00000087085,7,100331477,Ohno,None,Ohno,Ohno,Ohno,Ohno
ENSG00000163536,3,168936217,ENSG00000106366,7,100557172,Ohno,None,None,None,None,None
ENSG00000121879,3,180349005,ENSG00000105851,7,106293160,None,None,None,None,None,Ohno
ENSG00000114450,3,180652065,ENSG00000172354,7,100109311,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000136518,3,180763402,ENSG00000077080,7,100092007,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000114859,3,185562085,ENSG00000188037,7,142723341,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000182580,3,185762281,ENSG00000196411,7,100263079,Ohno,None,Ohno,Ohno,Ohno,Ohno
ENSG00000182580,3,185762281,ENSG00000146904,7,142816107,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000182580,3,185762281,ENSG00000106123,7,142262914,None,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000073792,3,187025521,ENSG00000136231,7,23476520,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000136527,3,187138495,ENSG00000164548,7,23538181,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000171656,3,187309571,ENSG00000006468,7,13997399,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000058866,3,187562717,ENSG00000136267,7,14909359,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000213139,3,187744861,ENSG00000127377,7,150768032,Ohno,None,None,None,None,None
ENSG00000145012,3,189413415,ENSG00000159840,7,142788295,Ohno,Ohno,None,None,Ohno,Ohno
ENSG00000163347,3,191522909,ENSG00000106404,7,100668821,None,Ohno,None,None,None,None
ENSG00000072274,3,197293358,ENSG00000106327,7,100077109,Ohno,Ohno,Ohno,None,None,Ohno
ENSG00000186001,3,199002542,ENSG00000077454,7,100021712,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000196353,3,133241855,ENSG00000085719,8,87566186,None,None,None,None,None,Ohno
ENSG00000153002,3,150028131,ENSG00000165078,8,68821134,None,None,None,None,None,Ohno
ENSG00000163751,3,150065771,ENSG00000165078,8,68821134,None,None,None,None,None,Ohno
ENSG00000114268,3,48569231,ENSG00000170525,10,6226922,None,Ohno,Ohno,Ohno,Ohno,Ohno
